fii_name,property_name,state,area,date_process
HSLG11,GALPÃO SÃO JOSÉ DOS PINHAIS,Estado: Paraná,"Área bruta locável: 74.200,00 m²",2024-11-09
VIUR11,ANHANGUERA CAMPINAS,Estado: São Paulo,"Área bruta locável: 15.770,00 m²",2024-11-09
VIUR11,FACAMP,Estado: São Paulo,"Área bruta locável: 12.088,00 m²",2024-11-09
VIUR11,GRANDE CENTER,Estado: Maranhão,"Área bruta locável: 7.500,00 m²",2024-11-09
VIUR11,ÂNIMA CANOAS,Estado: Rio Grande do Sul,"Área bruta locável: 12.797,00 m²",2024-11-09
VIUR11,LABORATÓRIO ALTA,Estado: São Paulo,"Área bruta locável: 1.091,00 m²",2024-11-09
VIUR11,ÂNIMA PORTO ALEGRE,Estado: Rio Grande do Sul,"Área bruta locável: 47.200,00 m²",2024-11-09
VIUR11,CÂNDIDO BENÍCIO,Estado: Rio de Janeiro,"Área bruta locável: 625,00 m²",2024-11-09
GTWR11,EDIFÍCIO GREEN TOWERS,Estado: Distrito Federal,"Área bruta locável: 75.800,00 m²",2024-11-09
HTMX11,BLUE TREE FARIA LIMA,Estado: São Paulo,"Área bruta locável: 354,26 m²",2024-11-09
HTMX11,FARIA LIMA IBIS STYLES,Estado: São Paulo,"Área bruta locável: 1.360,86 m²",2024-11-09
HTMX11,INTERCITY NAÇÕES UNIDAS,Estado: São Paulo,"Área bruta locável: 422,09 m²",2024-11-09
HTMX11,COMFORT NOVA PAULISTA,Estado: São Paulo,"Área bruta locável: 94.656,00 m²",2024-11-09
HTMX11,INTERCITY PREMIUM BERRINI,Estado: São Paulo,"Área bruta locável: 83,09 m²",2024-11-09
HTMX11,ESTANPLAZA BERRINI,Estado: São Paulo,"Área bruta locável: 578,52 m²",2024-11-09
HTMX11,INTERCITY PREMIUM IBIRAPUERA,Estado: São Paulo,"Área bruta locável: 266,00 m²",2024-11-09
HTMX11,FUNCHAL ESTANPLAZA,Estado: São Paulo,"Área bruta locável: 790,37 m²",2024-11-09
HTMX11,EUROPA MELIÁ JARDIM,Estado: São Paulo,"Área bruta locável: 230,96 m²",2024-11-09
HTMX11,IBIRAPUERA ESTANPLAZA,Estado: São Paulo,"Área bruta locável: 399,50 m²",2024-11-09
HTMX11,PRIME NOBILE PAULISTA,Estado: São Paulo,"Área bruta locável: 273,40 m²",2024-11-09
HTMX11,INTERNATIONAL ESTANPLAZA,Estado: São Paulo,"Área bruta locável: 1.112,74 m²",2024-11-09
HTMX11,STAYBRIDGE  SUITES,Estado: São Paulo,"Área bruta locável: 12,69 m²",2024-11-09
HTMX11,ESTANPLAZA NAÇÕES UNIDAS,Estado: São Paulo,"Área bruta locável: 199,91 m²",2024-11-09
HTMX11,TRYP BERRINI,Estado: São Paulo,"Área bruta locável: 197,47 m²",2024-11-09
HTMX11,GRAN ESTANPLAZA,Estado: São Paulo,"Área bruta locável: 885,18 m²",2024-11-09
HTMX11,IGUATEMI TRYP,Estado: São Paulo,"Área bruta locável: 259,02 m²",2024-11-09
HTMX11,HOTEL IBIS BUDGET JARDINS,Estado: São Paulo,"Área bruta locável: 262,98 m²",2024-11-09
HTMX11,HOTEL IBIS BUDGET PAULISTA,Estado: São Paulo,"Área bruta locável: 203,52 m²",2024-11-09
HTMX11,PAULISTA TRYP,Estado: São Paulo,"Área bruta locável: 632,70 m²",2024-11-09
HTMX11,HOTEL IBIS SÃO PAULO PAULISTA,Estado: São Paulo,"Área bruta locável: 141,60 m²",2024-11-09
HTMX11,WYNDHAM BERRINI,Estado: São Paulo,"Área bruta locável: 261,27 m²",2024-11-09
JSRE11,ED. PAULISTA,Estado: São Paulo,"Área bruta locável: 26.206,00 m²",2024-11-09
JSRE11,TOWER BRIDGE CORPORATE,Estado: São Paulo,"Área bruta locável: 56.448,00 m²",2024-11-09
JSRE11,WTNU III,Estado: São Paulo,"Área bruta locável: 15.867,00 m²",2024-11-09
JSRE11,ED. PRAIA DE BOTAFOGO,Estado: Rio de Janeiro,"Área bruta locável: 717,00 m²",2024-11-09
JSRE11,TORRES MARBLE E EBONY - COMPLEXO ROCHAVERÁ,Estado: São Paulo,"Área bruta locável: 22.697,69 m²",2024-11-09
RBRF11,NUN VILA NOVA,Estado: São Paulo,"Área bruta locável: 2.370,00 m²",2024-11-09
RBRF11,NYC BERRINI,Estado: São Paulo,"Área bruta locável: 4.232,00 m²",2024-11-09
RBRF11,PARQUE JOCKEY,Estado: São Paulo,"Área bruta locável: 2.731,00 m²",2024-11-09
MFII11,MAXHAUS,Estado: São Paulo,"Área bruta locável: 7.477,00 m²",2024-11-09
MFII11,DAHMA FIT I,Estado: Minas Gerais,"Área bruta locável: 95.454,57 m²",2024-11-09
MFII11,DONA AMÉLIA,Estado: São Paulo,"Área bruta locável: 50.087,00 m²",2024-11-09
MFII11,TERRAS DA ESTÂNCIA,Estado: São Paulo,"Área bruta locável: 267.998,00 m²",2024-11-09
MFII11,GOLDEN BOITUVA,Estado: São Paulo,"Área bruta locável: 41.312,00 m²",2024-11-09
MFII11,LUAR DO ARRAIAL,Estado: Pernambuco,"Área bruta locável: 3.806,00 m²",2024-11-09
MFII11,AVENIDA CORIFEU,Estado: São Paulo,"Área bruta locável: 12.177,00 m²",2024-11-09
MFII11,VILAS DO RIO,Estado: São Paulo,"Área bruta locável: 67.386,00 m²",2024-11-09
MFII11,LUAR DE RIO LARGO,Estado: Alagoas,"Área bruta locável: 102.101,00 m²",2024-11-09
MFII11,LUAR DO PARQUE,Estado: Pernambuco,"Área bruta locável: 27.914,00 m²",2024-11-09
MFII11,BARENA,Estado: São Paulo,"Área bruta locável: 7.012,00 m²",2024-11-09
MFII11,LAURO DE FREITAS,Estado: São Paulo,"Área bruta locável: 8.287,50 m²",2024-11-09
MFII11,RESERVA DA ILHA,Estado: Paraná,"Área bruta locável: 439.564,00 m²",2024-11-09
MFII11,LUAR DAS OLIVEIRAS,Estado: Pernambuco,"Área bruta locável: 4.288,00 m²",2024-11-09
MFII11,JARDINS DE TARSILA,Estado: São Paulo,"Área bruta locável: 23.760,71 m²",2024-11-09
MFII11,PAES DE BARROS,Estado: São Paulo,"Área bruta locável: 6.762,00 m²",2024-11-09
MFII11,JABAQUARA,Estado: São Paulo,"Área bruta locável: 7.600,00 m²",2024-11-09
MFII11,DESCAMPADO,Estado: São Paulo,"Área bruta locável: 21.800,00 m²",2024-11-09
MFII11,ADELIA CHOFI,Estado: São Paulo,"Área bruta locável: 10.184,00 m²",2024-11-09
MFII11,PONTA GROSSA,Estado: Paraná,"Área bruta locável: 20.250,00 m²",2024-11-09
MFII11,LUSSANVIRA,Estado: São Paulo,"Área bruta locável: 4.838,60 m²",2024-11-09
MFII11,HERMANO DA SILVA,Estado: São Paulo,"Área bruta locável: 8.388,60 m²",2024-11-09
MFII11,RESIDENCIAL CAMPO VERDE,Estado: São Paulo,"Área bruta locável: 69.524,00 m²",2024-11-09
MFII11,DAHMA FIT II,Estado: Minas Gerais,"Área bruta locável: 176.880,56 m²",2024-11-09
RBVA11,AG 14 BIS,Estado: Rio de Janeiro,"Área bruta locável: 1.900,31 m²",2024-11-09
RBVA11,AG SÃO GONÇALO,Estado: Rio de Janeiro,"Área bruta locável: 1.388,00 m²",2024-11-09
RBVA11,AG SENADOR QUEIROS,Estado: São Paulo,"Área bruta locável: 1.446,96 m²",2024-11-09
RBVA11,AG AV CHILE,Estado: Rio de Janeiro,"Área bruta locável: 1.139,67 m²",2024-11-09
RBVA11,AG AV. PRES. WILSON,Estado: Rio de Janeiro,"Área bruta locável: 735,00 m²",2024-11-09
RBVA11,AG VIA ANCHIETA,Estado: São Paulo,"Área bruta locável: 1.785,00 m²",2024-11-09
RBVA11,AG BANDEIRA,Estado: Rio de Janeiro,"Área bruta locável: 1.339,00 m²",2024-11-09
RBVA11,AG VILA MASCOTE,Estado: São Paulo,"Área bruta locável: 500,00 m²",2024-11-09
RBVA11,AG BARRA FUNDA,Estado: São Paulo,"Área bruta locável: 1.293,02 m²",2024-11-09
RBVA11,SANTANDER - AVENIDA PAULISTA,Estado: São Paulo,"Área bruta locável: 2.857,24 m²",2024-11-09
RBVA11,SANTANDER - BARÃO DE JUNDIAÍ,Estado: São Paulo,"Área bruta locável: 6.438,52 m²",2024-11-09
RBVA11,AG CIPÓ GUAÇU,Estado: São Paulo,"Área bruta locável: 667,00 m²",2024-11-09
RBVA11,SUPER NOSSO - BELO HORIZONTE,Estado: Minas Gerais,"Área bruta locável: 4.192,00 m²",2024-11-09
RBVA11,AG ESTRADA RIO DO A,Estado: Rio de Janeiro,"Área bruta locável: 571,41 m²",2024-11-09
RBVA11,IMÓVEL - BERRINI,Estado: São Paulo,"Área bruta locável: 1.873,73 m²",2024-11-09
RBVA11,AG GUAIANASES,Estado: São Paulo,"Área bruta locável: 2.475,10 m²",2024-11-09
RBVA11,AG GUARAPIRANGA,Estado: São Paulo,"Área bruta locável: 1.312,18 m²",2024-11-09
RBVA11,SANTANDER - CANDELÁRIA,Estado: Rio de Janeiro,"Área bruta locável: 1.040,00 m²",2024-11-09
RBVA11,SANTANDER - DUQUE DE CAXIAS,Estado: São Paulo,"Área bruta locável: 2.107,31 m²",2024-11-09
RBVA11,AG IPANEMA,Estado: Rio de Janeiro,"Área bruta locável: 510,00 m²",2024-11-09
RBVA11,SANTANDER - LIBERDADE,Estado: São Paulo,"Área bruta locável: 5.001,70 m²",2024-11-09
RBVA11,IMÓVEL - MARECHAL DEODORO,Estado: São Paulo,"Área bruta locável: 1.524,00 m²",2024-11-09
RBVA11,AG JARDIM DA SAÚDE,Estado: São Paulo,"Área bruta locável: 1.833,14 m²",2024-11-09
RBVA11,IMÓVEL - MONÇÕES,Estado: São Paulo,"Área bruta locável: 930,00 m²",2024-11-09
RBVA11,SANTANDER - MONSENHOR CELSO,Estado: Paraná,"Área bruta locável: 2.182,85 m²",2024-11-09
RBVA11,AG LEME,Estado: Rio de Janeiro,"Área bruta locável: 696,80 m²",2024-11-09
RBVA11,M3STORAGE - NOVA PAULISTA,Estado: São Paulo,"Área bruta locável: 693,32 m²",2024-11-09
RBVA11,AG MEIER,Estado: Rio de Janeiro,"Área bruta locável: 1.483,53 m²",2024-11-09
RBVA11,AG NOVA IGUACU,Estado: Rio de Janeiro,"Área bruta locável: 3.256,00 m²",2024-11-09
RBVA11,SANTANDER - OUVIDOR,Estado: Rio de Janeiro,"Área bruta locável: 1.240,00 m²",2024-11-09
RBVA11,AG OSASCO,Estado: São Paulo,"Área bruta locável: 804,00 m²",2024-11-09
RBVA11,IMÓVEL - PEDRO I,Estado: Ceará,"Área bruta locável: 2.511,00 m²",2024-11-09
RBVA11,AG PAES LEME,Estado: São Paulo,"Área bruta locável: 910,00 m²",2024-11-09
RBVA11,IMÓVEL - PORTO ALEGRE,Estado: Rio Grande do Sul,"Área bruta locável: 2.106,79 m²",2024-11-09
RBVA11,IMÓVEL - PRAÇA PIO X,Estado: Rio de Janeiro,"Área bruta locável: 1.964,00 m²",2024-11-09
RBVA11,AG PEDRO VICENTE,Estado: São Paulo,"Área bruta locável: 814,20 m²",2024-11-09
RBVA11,SANTANDER - RECIFE,Estado: Pernambuco,"Área bruta locável: 2.356,94 m²",2024-11-09
RBVA11,AG PIRITUBA,Estado: São Paulo,"Área bruta locável: 1.368,00 m²",2024-11-09
RBVA11,AG PLANALTO PAULISTA,Estado: São Paulo,"Área bruta locável: 1.299,00 m²",2024-11-09
RBVA11,SANTANDER - SANTO ANDRÉ,Estado: São Paulo,"Área bruta locável: 6.242,43 m²",2024-11-09
RBVA11,AG PQ. MARIA HELENA,Estado: São Paulo,"Área bruta locável: 581,00 m²",2024-11-09
RBVA11,SANTANDER - SANTOS,Estado: São Paulo,"Área bruta locável: 4.505,00 m²",2024-11-09
RBVA11,SANTANDER - SÃO GONÇALO - ALCÂNTARA,Estado: Rio de Janeiro,"Área bruta locável: 1.089,68 m²",2024-11-09
RBVA11,AG R. DOS ITALIANOS,Estado: São Paulo,"Área bruta locável: 520,50 m²",2024-11-09
RBVA11,SANTANDER - SÃO GONÇALO - CENTRO,Estado: Rio de Janeiro,"Área bruta locável: 951,00 m²",2024-11-09
RBVA11,AG REC BANDEIRANTES,Estado: Rio de Janeiro,"Área bruta locável: 919,00 m²",2024-11-09
RBVA11,SANTANDER - SÃO MATEUS,Estado: São Paulo,"Área bruta locável: 2.059,00 m²",2024-11-09
RBVA11,SANTANDER - VOLTA REDONDA,Estado: Rio de Janeiro,"Área bruta locável: 2.920,00 m²",2024-11-09
RBVA11,AG SANTA CECILIA,Estado: São Paulo,"Área bruta locável: 1.205,86 m²",2024-11-09
RBVA11,CAIXA ECONÔMICA SÃO MATEUS,Estado: São Paulo,"Área bruta locável: 938,02 m²",2024-11-09
RBVA11,SANTANDER - FORTALEZA - CENTRO,Estado: Ceará,"Área bruta locável: 2.220,00 m²",2024-11-09
RBVA11,CENTAURO,Estado: São Paulo,"Área bruta locável: 2.550,89 m²",2024-11-09
RBVA11,CAIXA ECONÔMICA TAIPAS,Estado: São Paulo,"Área bruta locável: 1.335,14 m²",2024-11-09
RBVA11,GPA PINHEIROS,Estado: São Paulo,"Área bruta locável: 2.935,00 m²",2024-11-09
RBVA11,GPA BRASÍLIA,Estado: Distrito Federal,"Área bruta locável: 2.601,00 m²",2024-11-09
RBVA11,AG IMPERADOR,Estado: São Paulo,"Área bruta locável: 1.025,00 m²",2024-11-09
RBVA11,ED. OLIVETTI,Estado: São Paulo,"Área bruta locável: 1.010,00 m²",2024-11-09
RBVA11,GPA SÃO PAULO,Estado: São Paulo,"Área bruta locável: 3.793,00 m²",2024-11-09
RBVA11,GPA TATUAPÉ,Estado: São Paulo,"Área bruta locável: 5.083,00 m²",2024-11-09
RBVA11,RENNER OSCAR FREIRE,Estado: São Paulo,"Área bruta locável: 2.083,00 m²",2024-11-09
RBVA11,ASSAÍ GUARULHOS,Estado: São Paulo,"Área bruta locável: 20.952,00 m²",2024-11-09
RBVA11,GPA SÃO BERNARDO DO CAMPO,Estado: São Paulo,"Área bruta locável: 2.365,00 m²",2024-11-09
RBVA11,ASSAÍ SÃO JOSÉ DOS CAMPOS,Estado: São Paulo,"Área bruta locável: 34.749,00 m²",2024-11-09
RBVA11,GPA CAMPINAS,Estado: São Paulo,"Área bruta locável: 3.167,00 m²",2024-11-09
RBVA11,GPA GUARUJÁ,Estado: São Paulo,"Área bruta locável: 2.780,00 m²",2024-11-09
RBVA11,ITAÚ LEBLON,Estado: Rio de Janeiro,"Área bruta locável: 917,00 m²",2024-11-09
RBVA11,AG PÁTEO DO COLÉGIO,Estado: São Paulo,"Área bruta locável: 676,00 m²",2024-11-09
RBVA11,IMÓVEL CENTRO,Estado: Rio de Janeiro,"Área bruta locável: 2.034,00 m²",2024-11-09
RBVA11,AG NILO PEÇANHA,Estado: Rio de Janeiro,"Área bruta locável: 1.388,00 m²",2024-11-09
RBVA11,GPA RECIFE,Estado: Pernambuco,"Área bruta locável: 4.583,00 m²",2024-11-09
RBVA11,PORTOBELLO JARDINS,Estado: São Paulo,"Área bruta locável: 1.838,00 m²",2024-11-09
SARE11,GALPÃO LOGÍSTICO BARUERI,Estado: São Paulo,"Área bruta locável: 18.884,00 m²",2024-11-09
SARE11,CONDOMÍNIO WORK BELA CINTRA,Estado: São Paulo,"Área bruta locável: 4.656,00 m²",2024-11-09
SARE11,CONDOMÍNIO WT MORUMBI,Estado: São Paulo,"Área bruta locável: 35.110,00 m²",2024-11-09
SARE11,SANTO ANDRÉ,Estado: São Paulo,"Área bruta locável: 38.025,00 m²",2024-11-09
RZAT11,POLI-GYN,Estado: Goiás,"Área bruta locável: 33.885,00 m²",2024-11-09
RZAT11,IMÓVEL MIRASSOL,Estado: São Paulo,"Área bruta locável: 8.512,00 m²",2024-11-09
RZAT11,IMÓVEL ANDORINHA,Estado: São Paulo,"Área bruta locável: 8.158,00 m²",2024-11-09
RZAT11,GALPÃO VOAR,Estado: Goiás,"Área bruta locável: 124.371,87 m²",2024-11-09
RZAT11,IMÓVEL ANDORINHA,Estado: Mato Grosso do Sul,"Área bruta locável: 10.541,98 m²",2024-11-09
RZAT11,IMÓVEL CORUMBATAÍ,Estado: São Paulo,"Área bruta locável: 127.884,00 m²",2024-11-09
RZAT11,COMFRIO,Estado: Ceará,"Área bruta locável: 38.850,00 m²",2024-11-09
RZAT11,CERVEJARIA CIDADE IMPERIAL,Estado: Minas Gerais,"Área bruta locável: 464.958,00 m²",2024-11-09
RZAT11,SPLICE INDÚSTRIA,Estado: São Paulo,"Área bruta locável: 44.635,00 m²",2024-11-09
RZAT11,ATACADÃO DIA A DIA,Estado: Distrito Federal,"Área bruta locável: 15.429,10 m²",2024-11-09
NEWL11,NEWPORT LOG GOIÂNIA,Estado: Goiás,"Área bruta locável: 70.318,00 m²",2024-11-09
NEWL11,BRINOX CAXIAS DO SUL,Estado: Rio Grande do Sul,"Área bruta locável: 40.719,00 m²",2024-11-09
NEWL11,NEWPORT LOG SOROCABA,Estado: São Paulo,"Área bruta locável: 3.520,00 m²",2024-11-09
BTAL11,CENTRO DE RECEBIMENTO CASCÁVEL,Estado: Paraná,"Área bruta locável: 9.380,09 m²",2024-11-09
BTAL11,CENTRO DE RECEBIMENTO PALOTINA,Estado: Paraná,"Área bruta locável: 6.996,44 m²",2024-11-09
BTAL11,COMPLEXO SEMENTES TOLEDO,Estado: Paraná,"Área bruta locável: 12.861,92 m²",2024-11-09
BTAL11,CENTRO DE RECEBIMENTO IBEMA,Estado: Paraná,"Área bruta locável: 4.897,48 m²",2024-11-09
BTAL11,TERMINAL INTERMODAL ITURAMA,Estado: Minas Gerais,"Área bruta locável: 153.876,39 m²",2024-11-09
BTAL11,CENTRO DE RECEBIMENTO MARIPÁ,Estado: Paraná,"Área bruta locável: 7.126,93 m²",2024-11-09
BTAL11,TERMINAL PORTUÁRIO VILA VELHA,Estado: Espírito Santo,"Área bruta locável: 4.436,44 m²",2024-11-09
BTAL11,ARMAZÉM GRANELEIRO,Estado: Mato Grosso,"Área bruta locável: 25.000,00 m²",2024-11-09
BTAL11,IMÓVEL ITUMBIARA,Estado: Goiás,"Área bruta locável: 19.977,10 m²",2024-11-09
XPPR11,CORPORATE EVOLUTION EDIFÍCIO,Estado: São Paulo,"Área bruta locável: 33.610,00 m²",2024-11-09
XPPR11,ITOWER EDIFÍCIO,Estado: São Paulo,"Área bruta locável: 19.750,00 m²",2024-11-09
XPPR11,EDIFÍCIO FARIA LIMA PLAZA,Estado: São Paulo,"Área bruta locável: 12.439,00 m²",2024-11-09
XPIN11,APS,Estado: São Paulo,Área bruta locável: 2693 m²,2024-11-09
XPIN11,BRUKER/SMP,Estado: São Paulo,Área bruta locável: 1040 m²,2024-11-09
XPIN11,HANON,Estado: São Paulo,Área bruta locável: 2030 m²,2024-11-09
XPIN11,HANON,Estado: São Paulo,Área bruta locável: 4723 m²,2024-11-09
XPIN11,INTERCOS,Estado: São Paulo,Área bruta locável: 6232 m²,2024-11-09
XPIN11,LITENS,Estado: São Paulo,Área bruta locável: 3115 m²,2024-11-09
XPIN11,LITENS,Estado: São Paulo,Área bruta locável: 1194 m²,2024-11-09
XPIN11,LITENS,Estado: São Paulo,Área bruta locável: 1460 m²,2024-11-09
XPIN11,NORMA,Estado: São Paulo,Área bruta locável: 5845 m²,2024-11-09
XPIN11,REMA TIP TOP,Estado: São Paulo,Área bruta locável: 2085 m²,2024-11-09
XPIN11,VISKASE,Estado: São Paulo,Área bruta locável: 2693 m²,2024-11-09
XPIN11,MERCADO LIVRE,Estado: São Paulo,Área bruta locável: 5761 m²,2024-11-09
XPIN11,CONSTANTA,Estado: São Paulo,Área bruta locável: 4530 m²,2024-11-09
XPIN11,FOCO ENERGIA,Estado: São Paulo,Área bruta locável: 1830 m²,2024-11-09
XPIN11,SMART,Estado: São Paulo,Área bruta locável: 6400 m²,2024-11-09
XPIN11,SMART,Estado: São Paulo,Área bruta locável: 2875 m²,2024-11-09
XPIN11,SPLACK,Estado: São Paulo,Área bruta locável: 3574 m²,2024-11-09
XPIN11,NATURAL ONE,Estado: São Paulo,Área bruta locável: 17253.8 m²,2024-11-09
XPIN11,NATURAL ONE,Estado: São Paulo,"Área bruta locável: 7929,86 m²",2024-11-09
XPIN11,SBF (CENTAURO),Estado: São Paulo,Área bruta locável: 34508 m²,2024-11-09
XPIN11,SOGEFI,Estado: São Paulo,Área bruta locável: 23790 m²,2024-11-09
XPIN11,MCASSAB,Estado: São Paulo,Área bruta locável: 12743 m²,2024-11-09
XPIN11,AGP (ACER),Estado: São Paulo,Área bruta locável: 1710 m²,2024-11-09
XPIN11,COMPALEAD,Estado: São Paulo,Área bruta locável: 7440 m²,2024-11-09
XPIN11,CORREIOS,Estado: São Paulo,Área bruta locável: 1715 m²,2024-11-09
XPIN11,MD SERVIÇOS,Estado: São Paulo,Área bruta locável: 2297 m²,2024-11-09
XPIN11,POLIMPORT (POLISHOP),Estado: São Paulo,Área bruta locável: 16736 m²,2024-11-09
XPIN11,SINAL VERDE,Estado: São Paulo,Área bruta locável: 1148 m²,2024-11-09
XPIN11,MD SERVIÇOS,Estado: São Paulo,Área bruta locável: 1860 m²,2024-11-09
XPIN11,G TECH,Estado: São Paulo,Área bruta locável: 2217 m²,2024-11-09
XPIN11,CONFORT BRASIL,Estado: São Paulo,Área bruta locável: 3720 m²,2024-11-09
XPIN11,BRASILATA,Estado: São Paulo,Área bruta locável: 28026 m²,2024-11-09
XPIN11,RAZÃO (KISABOR),Estado: São Paulo,Área bruta locável: 15406 m²,2024-11-09
XPIN11,ACQUALIMP,Estado: Minas Gerais,Área bruta locável: 15297 m²,2024-11-09
XPIN11,VOLO,Estado: Minas Gerais,Área bruta locável: 5252 m²,2024-11-09
XPIN11,BUNZL,Estado: Minas Gerais,Área bruta locável: 2789 m²,2024-11-09
XPIN11,TERUMO,Estado: Minas Gerais,Área bruta locável: 2789 m²,2024-11-09
XPIN11,HUAWEI,Estado: Minas Gerais,Área bruta locável: 2812 m²,2024-11-09
XPIN11,MSG,Estado: São Paulo,Área bruta locável: 2101 m²,2024-11-09
XPIN11,DEKRA,Estado: São Paulo,Área bruta locável: 2666 m²,2024-11-09
XPIN11,JOHNSON,Estado: São Paulo,Área bruta locável: 3109 m²,2024-11-09
RBRP11,EDIFÍCIO RIVER ONE,Estado: São Paulo,"Área bruta locável: 23.625,14 m²",2024-11-09
RBRP11,EDIFÍCIO DELTA PLAZA,Estado: São Paulo,"Área bruta locável: 4.059,00 m²",2024-11-09
RBRP11,CE MÁRIO GARNERO - TORRE SUL,Estado: São Paulo,"Área bruta locável: 2.722,35 m²",2024-11-09
RBRP11,EDIFÍCIO CELEBRATION,Estado: São Paulo,"Área bruta locável: 6.196,00 m²",2024-11-09
RBRP11,EDIFÍCIO VENEZUELA 43,Estado: Rio de Janeiro,"Área bruta locável: 4.488,00 m²",2024-11-09
RBRP11,EDIFÍCIO CASTELLO BRANCO,Estado: Rio de Janeiro,"Área bruta locável: 1.065,00 m²",2024-11-09
TEPP11,CONDOMÍNIO FARIA LIMA,Estado: São Paulo,"Área bruta locável: 4.757,40 m²",2024-11-09
TEPP11,EDIFÍCIO PASSARELLI,Estado: São Paulo,"Área bruta locável: 7.130,00 m²",2024-11-09
TEPP11,EDIFÍCIO TORRE SUL,Estado: São Paulo,"Área bruta locável: 10.290,00 m²",2024-11-09
TEPP11,EDIFÍCIO FUJITSU,Estado: São Paulo,"Área bruta locável: 4.985,00 m²",2024-11-09
TEPP11,EDIFÍCIO GPA,Estado: São Paulo,"Área bruta locável: 11.224,79 m²",2024-11-09
RECT11,EDIFÍCIO EVOLUTION CORPORATE,Estado: São Paulo,"Área bruta locável: 14.929,00 m²",2024-11-09
RECT11,EDIFÍCIO AGAXTUR,Estado: São Paulo,"Área bruta locável: 1.962,60 m²",2024-11-09
RECT11,EDIFÍCIO PARQUE ANA COSTA,Estado: São Paulo,"Área bruta locável: 8.663,00 m²",2024-11-09
RECT11,EDIFÍCIO CANOPUS,Estado: São Paulo,"Área bruta locável: 26.174,00 m²",2024-11-09
RECT11,EDIFÍCIO PARQUE DA CIDADE,Estado: Distrito Federal,"Área bruta locável: 5.294,00 m²",2024-11-09
RECT11,EDIFÍCIO COMPLEXO MADEIRA,Estado: São Paulo,"Área bruta locável: 4.403,00 m²",2024-11-09
RECT11,IMÓVEL BARRA DA TIJUCA,Estado: Rio de Janeiro,"Área bruta locável: 23.209,70 m²",2024-11-09
RECT11,EDIFÍCIO CORPORATE EMILIANO,Estado: Paraná,"Área bruta locável: 5.934,62 m²",2024-11-09
RECT11,CIDADE MATARAZZO,Estado: São Paulo,"Área bruta locável: 2.427,00 m²",2024-11-09
BLMG11,BMLOG EXTREMA,Estado: Minas Gerais,"Área bruta locável: 76.878,00 m²",2024-11-09
BLMG11,BMLOG JANDIRA,Estado: São Paulo,"Área bruta locável: 17.127,00 m²",2024-11-09
BLMG11,BTS RIO DE JANEIRO,Estado: Rio de Janeiro,"Área bruta locável: 145.578,00 m²",2024-11-09
PATL11,COMPLEXO LOGÍSTICO ITATIAIA,Estado: Rio de Janeiro,"Área bruta locável: 105.580,00 m²",2024-11-09
PATL11,GALPÃO RIBEIRÃO DAS NEVES,Estado: Minas Gerais,"Área bruta locável: 26.614,00 m²",2024-11-09
PATL11,GALPÃO SOLÍSTICA,Estado: São Paulo,"Área bruta locável: 9.177,00 m²",2024-11-09
PATL11,GALPÃO POSTALL,Estado: São Paulo,"Área bruta locável: 9.760,00 m²",2024-11-09
CPSH11,CATARINA FASHION OUTLET,Estado: São Paulo,"Área bruta locável: 2.941,00 m²",2024-11-09
CPSH11,IGUATEMI FORTALEZA,Estado: Ceará,"Área bruta locável: 8.115,00 m²",2024-11-09
CPSH11,SHOPPING CIDADE JARDIM,Estado: São Paulo,"Área bruta locável: 3.296,00 m²",2024-11-09
CPSH11,PRAIA DE BELAS,Estado: Rio Grande do Sul,"Área bruta locável: 4.485,00 m²",2024-11-09
CPSH11,SHOPPING METRO TATUAPÉ,Estado: São Paulo,"Área bruta locável: 1.652,00 m²",2024-11-09
CPSH11,SHOPPING BOULEVARD TATUAPÉ,Estado: São Paulo,"Área bruta locável: 2.850,00 m²",2024-11-09
CPSH11,PARQUE DOM PEDRO SHOPPING,Estado: São Paulo,"Área bruta locável: 2.646,00 m²",2024-11-09
CPSH11,IGUATEMI FASHION OUTLET NOVO HAMBURGO,Estado: Rio Grande do Sul,"Área bruta locável: 2.130,00 m²",2024-11-09
CPSH11,RIO DESIGN LEBLON,Estado: Rio de Janeiro,"Área bruta locável: 1.049,00 m²",2024-11-09
TVRI11,CSL SÃO PAULO,Estado: São Paulo,"Área bruta locável: 23.334,00 m²",2024-11-09
TVRI11,EDIFÍCIO CACEX,Estado: São Paulo,"Área bruta locável: 7.106,00 m²",2024-11-09
TVRI11,AGÊNCIA SANTO AMARO PAULISTA,Estado: São Paulo,"Área bruta locável: 4.652,00 m²",2024-11-09
TVRI11,AGÊNCIA MOEMA,Estado: São Paulo,"Área bruta locável: 2.259,00 m²",2024-11-09
TVRI11,AGÊNCIA NOSSA SENHORA LAPA,Estado: São Paulo,"Área bruta locável: 5.669,00 m²",2024-11-09
TVRI11,AGÊNCIA CAMPOS ELISEOS,Estado: São Paulo,"Área bruta locável: 2.397,00 m²",2024-11-09
TVRI11,AGÊNCIA PINHEIROS,Estado: São Paulo,"Área bruta locável: 2.120,00 m²",2024-11-09
TVRI11,AGÊNCIA PARAÍSO,Estado: São Paulo,"Área bruta locável: 1.455,00 m²",2024-11-09
TVRI11,AGÊNCIA BAIRRO BOM RETIRO,Estado: São Paulo,"Área bruta locável: 2.662,00 m²",2024-11-09
