fii_name,property_name,state,area,date_process
TRXF11,EXTRA - PERUIBE,Estado: São Paulo,"Área bruta locável: 2.400,00 m²",2024-11-09
TRXF11,LOJA PÃO DE AÇÚCAR - SÃO PAULO,Estado: São Paulo,"Área bruta locável: 2.570,00 m²",2024-11-09
TRXF11,LOJA PÃO DE AÇÚCAR - SÃO PAULO,Estado: São Paulo,"Área bruta locável: 4.441,00 m²",2024-11-09
TRXF11,LOJA PÃO DE AÇÚCAR - VALINHOS,Estado: São Paulo,"Área bruta locável: 4.458,00 m²",2024-11-09
TRXF11,EXTRA - SÃO BERNARDO DO CAMPO,Estado: São Paulo,"Área bruta locável: 2.100,00 m²",2024-11-09
TRXF11,LOJA PÃO DE AÇÚCAR – RIBEIRÃO PRETO,Estado: São Paulo,"Área bruta locável: 4.961,00 m²",2024-11-09
TRXF11,LOJA PÃO DE AÇÚCAR – CAMPINAS,Estado: São Paulo,"Área bruta locável: 2.725,00 m²",2024-11-09
TRXF11,LOJA CARREFOUR – JABOATÃO DOS GUARARAPES,Estado: Pernambuco,"Área bruta locável: 15.130,54 m²",2024-11-09
TRXF11,LOJA ASSAÍ – AV. BRASIL,Estado: Rio de Janeiro,"Área bruta locável: 14.038,18 m²",2024-11-09
TRXF11,LOJA OBRAMAX – PIRACICABA,Estado: São Paulo,"Área bruta locável: 16.675,00 m²",2024-11-09
TRXF11,LOJA GRUPO MATEUS – JUAZEIRO,Estado: Bahia,"Área bruta locável: 16.794,82 m²",2024-11-09
TRXF11,LEROY MERLIN – SALVADOR,Estado: Bahia,"Área bruta locável: 30.959,00 m²",2024-11-09
TRXF11,LOJA GRUPO MATEUS – PETROLINA,Estado: Pernambuco,"Área bruta locável: 19.828,85 m²",2024-11-09
TRXF11,LOJA OBRAMAX – SUZANO,Estado: São Paulo,"Área bruta locável: 17.095,00 m²",2024-11-09
TRXF11,LOJA GRUPO MATEUS – BELÉM,Estado: Pará,"Área bruta locável: 16.410,80 m²",2024-11-09
TRXF11,LEROY MERLIN – JUNDIAÍ,Estado: São Paulo,"Área bruta locável: 13.019,00 m²",2024-11-09
TRXF11,LOJA GRUPO MATEUS – GUARABIRA,Estado: Paraíba,"Área bruta locável: 56.898,85 m²",2024-11-09
TRXF11,LOJA GRUPO MATEUS – PATOS,Estado: Paraíba,"Área bruta locável: 36.000,00 m²",2024-11-09
TRXF11,LOJA GRUPO MATEUS – ARACAJU,Estado: Sergipe,"Área bruta locável: 31.524,00 m²",2024-11-09
TRXF11,LOJA GRUPO MATEUS – CARUARU,Estado: Pernambuco,"Área bruta locável: 32.391,18 m²",2024-11-09
TRXF11,LOJA GRUPO MATEUS – CARUARU,Estado: Pernambuco,"Área bruta locável: 32.604,00 m²",2024-11-09
TRXF11,LOJA ASSAÍ – PAULÍNIA,Estado: São Paulo,"Área bruta locável: 5.206,00 m²",2024-11-09
TRXF11,LOJA SUM'S CLUB – JABAQUARA,Estado: São Paulo,"Área bruta locável: 17.474,00 m²",2024-11-09
TRXF11,HOSPITAL ALBERT EINSTEIN,Estado: São Paulo,"Área bruta locável: 29.024,10 m²",2024-11-09
TRXF11,LOJA ASSAÍ – IPATINGA,Estado: Minas Gerais,"Área bruta locável: 15.671,75 m²",2024-11-09
TRXF11,LOJA DECATHLON – CAMPINAS,Estado: São Paulo,"Área bruta locável: 5.074,82 m²",2024-11-09
TRXF11,LOJA DECATHLON – JOINVILLE,Estado: Santa Catarina,"Área bruta locável: 2.345,11 m²",2024-11-09
TRXF11,LOJA DECATHLON – GOIÂNIA,Estado: Goiás,"Área bruta locável: 6.563,71 m²",2024-11-09
VINO11,CARDEAL CORPORATE,Estado: São Paulo,"Área bruta locável: 2.682,00 m²",2024-11-09
VINO11,BM 336,Estado: Rio de Janeiro,"Área bruta locável: 2.507,00 m²",2024-11-09
VINO11,HADDOCK LOBO 347,Estado: São Paulo,"Área bruta locável: 6.980,00 m²",2024-11-09
VINO11,BMA CORPORATE,Estado: Rio de Janeiro,"Área bruta locável: 8.264,00 m²",2024-11-09
VINO11,LAB 1404,Estado: São Paulo,"Área bruta locável: 2.479,00 m²",2024-11-09
VINO11,BROOKLIN BUSINESS SQUARE,Estado: São Paulo,"Área bruta locável: 5.379,00 m²",2024-11-09
VINO11,OSCAR FREIRE 585,Estado: São Paulo,"Área bruta locável: 3.737,00 m²",2024-11-09
VINO11,C&A,Estado: São Paulo,"Área bruta locável: 8.492,00 m²",2024-11-09
VINO11,VITA CORÁ,Estado: São Paulo,"Área bruta locável: 4.347,00 m²",2024-11-09
VINO11,SEDE GLOBO,Estado: São Paulo,"Área bruta locável: 39.050,00 m²",2024-11-09
HGRU11,SAM'S CLUB BARIGUI,Estado: Paraná,"Área bruta locável: 13.565,00 m²",2024-11-09
HGRU11,ANGÉLICA - SÃO JUDAS,Estado: São Paulo,"Área bruta locável: 4.849,00 m²",2024-11-09
HGRU11,UNIVERSIDADE ESTÁCIO DE SÁ,Estado: Bahia,"Área bruta locável: 32.808,00 m²",2024-11-09
HGRU11,IBMEC BARRA,Estado: Rio de Janeiro,"Área bruta locável: 8.040,00 m²",2024-11-09
HGRU11,SAM'S CLUB SÃO JOSÉ DOS CAMPOS,Estado: São Paulo,"Área bruta locável: 7.549,00 m²",2024-11-09
HGRU11,SANTO ALBERTO,Estado: São Paulo,"Área bruta locável: 6.805,00 m²",2024-11-09
HGRU11,PERNAMBUCANAS BANDEIRANTES,Estado: Paraná,"Área bruta locável: 1.068,20 m²",2024-11-09
HGRU11,ATACADÃO SÃO CARLOS,Estado: São Paulo,"Área bruta locável: 8.336,00 m²",2024-11-09
HGRU11,PERNAMBUCANAS TELÊMACO BORBA,Estado: Paraná,"Área bruta locável: 1.193,80 m²",2024-11-09
HGRU11,PERNAMBUCANAS IBIPORÃ,Estado: Paraná,"Área bruta locável: 988,49 m²",2024-11-09
HGRU11,PERNAMBUCANAS CARAPICUÍBA,Estado: São Paulo,"Área bruta locável: 1.564,16 m²",2024-11-09
HGRU11,MINEIRÃO JOÃO PESSOA,Estado: Paraíba,"Área bruta locável: 8.508,00 m²",2024-11-09
HGRU11,PERNAMBUCANAS ITAPECERICA DA SERRA,Estado: São Paulo,"Área bruta locável: 1.450,20 m²",2024-11-09
HGRU11,MINEIRÃO UBERLÂNDIA,Estado: Minas Gerais,"Área bruta locável: 6.698,00 m²",2024-11-09
HGRU11,PERNAMBUCANAS MARECHAL CANDIDO RONDON,Estado: Paraná,"Área bruta locável: 873,84 m²",2024-11-09
HGRU11,PERNAMBUCANAS ITUVERAVA,Estado: São Paulo,"Área bruta locável: 1.098,62 m²",2024-11-09
HGRU11,PERNAMBUCANAS PALMAS,Estado: Paraná,"Área bruta locável: 892,62 m²",2024-11-09
HGRU11,MINEIRÃO CONTAGEM,Estado: Minas Gerais,"Área bruta locável: 15.740,00 m²",2024-11-09
HGRU11,PERNAMBUCANAS PINDAMONHANGABA,Estado: São Paulo,"Área bruta locável: 1.999,87 m²",2024-11-09
HGRU11,PERNAMBUCANAS MARILIA,Estado: São Paulo,"Área bruta locável: 760,50 m²",2024-11-09
HGRU11,PERNAMBUCANAS TATUI,Estado: São Paulo,"Área bruta locável: 2.027,76 m²",2024-11-09
HGRU11,PERNAMBUCANAS ITAPIRA,Estado: São Paulo,"Área bruta locável: 992,09 m²",2024-11-09
HGRU11,PERNAMBUCANAS PASSOS,Estado: Minas Gerais,"Área bruta locável: 985,15 m²",2024-11-09
HGRU11,SAM'S CLUB GRANJA VIANA,Estado: São Paulo,"Área bruta locável: 24.235,14 m²",2024-11-09
HGRU11,PERNAMBUCANAS MIRANDÓPOLIS,Estado: São Paulo,"Área bruta locável: 641,05 m²",2024-11-09
HGRU11,MINEIRÃO JUIZ DE FORA,Estado: Minas Gerais,"Área bruta locável: 7.692,00 m²",2024-11-09
HGRU11,PERNAMBUCANAS POÇOS DE CALDAS,Estado: Minas Gerais,"Área bruta locável: 3.721,45 m²",2024-11-09
HGRU11,PERNAMBUCANAS MAUÁ,Estado: São Paulo,"Área bruta locável: 1.354,60 m²",2024-11-09
HGRU11,PERNAMBUCANAS ARAGUARI,Estado: Minas Gerais,"Área bruta locável: 1.414,20 m²",2024-11-09
HGRU11,PERNAMBUCANAS BARRETOS,Estado: São Paulo,"Área bruta locável: 1.516,87 m²",2024-11-09
HGRU11,SAM'S CLUB ATUBA,Estado: Paraná,"Área bruta locável: 10.131,00 m²",2024-11-09
HGRU11,PERNAMBUCANAS AMPARO,Estado: São Paulo,"Área bruta locável: 829,51 m²",2024-11-09
HGRU11,PERNAMBUCANAS ADAMANTINA,Estado: São Paulo,"Área bruta locável: 771,23 m²",2024-11-09
HGRU11,PERNAMBUCANAS BELO HORIZONTE,Estado: Minas Gerais,"Área bruta locável: 4.908,68 m²",2024-11-09
HGRU11,MINEIRÃO UBERABA,Estado: Minas Gerais,"Área bruta locável: 7.972,00 m²",2024-11-09
HGRU11,PERNAMBUCANAS CRUZEIRO,Estado: São Paulo,"Área bruta locável: 1.724,11 m²",2024-11-09
HGRU11,PERNAMBUCANAS PEREIRA BARRETO,Estado: São Paulo,"Área bruta locável: 783,46 m²",2024-11-09
HGRU11,PERNAMBUCANAS PRESIDENTE EPITÁCIO,Estado: São Paulo,"Área bruta locável: 871,62 m²",2024-11-09
HGRU11,PERNAMBUCANAS ITAPEVA,Estado: São Paulo,"Área bruta locável: 1.958,78 m²",2024-11-09
HGRU11,PERNAMBUCANAS RIBEIRÃO PRETO,Estado: São Paulo,"Área bruta locável: 6.305,13 m²",2024-11-09
HGRU11,PERNAMBUCANAS APIAÍ,Estado: São Paulo,"Área bruta locável: 790,98 m²",2024-11-09
HGRU11,PERNAMBUCANAS MACHADO,Estado: Minas Gerais,"Área bruta locável: 1.007,72 m²",2024-11-09
HGRU11,PERNAMBUCANAS CAPÃO BONITO,Estado: São Paulo,"Área bruta locável: 718,94 m²",2024-11-09
HGRU11,PERNAMBUCANAS GUAÍRA,Estado: São Paulo,"Área bruta locável: 908,65 m²",2024-11-09
HGRU11,PERNAMBUCANAS ITU,Estado: São Paulo,"Área bruta locável: 1.552,11 m²",2024-11-09
HGRU11,PERNAMBUCANAS JUNDIAI,Estado: São Paulo,"Área bruta locável: 1.505,08 m²",2024-11-09
HGRU11,PERNAMBUCANAS ITAPETININGA,Estado: São Paulo,"Área bruta locável: 1.826,11 m²",2024-11-09
HGRU11,PERNAMBUCANAS TAQUARITUBA,Estado: São Paulo,"Área bruta locável: 510,00 m²",2024-11-09
HGRU11,PERNAMBUCANAS DRACENA,Estado: São Paulo,"Área bruta locável: 1.216,19 m²",2024-11-09
HGRU11,PERNAMBUCANAS LINS,Estado: São Paulo,"Área bruta locável: 1.196,76 m²",2024-11-09
HGRU11,PERNAMBUCANAS OLÍMPIA,Estado: São Paulo,"Área bruta locável: 1.209,95 m²",2024-11-09
HGRU11,PERNAMBUCANAS SÃO JOSÉ DO RIO PARDO,Estado: São Paulo,"Área bruta locável: 1.170,13 m²",2024-11-09
HGRU11,PERNAMBUCANAS ITARARÉ,Estado: São Paulo,"Área bruta locável: 1.161,17 m²",2024-11-09
HGRU11,PERNAMBUCANAS BARRA BONITA,Estado: São Paulo,"Área bruta locável: 990,23 m²",2024-11-09
HGRU11,PERNAMBUCANAS ITANHAÉM,Estado: São Paulo,"Área bruta locável: 1.462,41 m²",2024-11-09
HGRU11,EDIFÍCIO SANTO ALBERTO,Estado: São Paulo,"Área bruta locável: 6.804,80 m²",2024-11-09
HGRU11,CRUZEIRO DO SUL,Estado: São Paulo,"Área bruta locável: 23.298,00 m²",2024-11-09
HGRU11,DUTRA 107,Estado: São Paulo,"Área bruta locável: 21.482,00 m²",2024-11-09
HGRU11,ATACADÃO INDIANÓPOLIS,Estado: São Paulo,"Área bruta locável: 24.345,00 m²",2024-11-09
HGRU11,ATACADÃO CAMBÉ,Estado: Paraná,"Área bruta locável: 6.585,00 m²",2024-11-09
HGRU11,SENDAS FOZ DO IGUAÇU,Estado: Paraná,"Área bruta locável: 6.983,00 m²",2024-11-09
HGRU11,SAM'S CLUB MORUMBI,Estado: São Paulo,"Área bruta locável: 24.292,00 m²",2024-11-09
HGRU11,SAM'S CLUB CAMPINAS,Estado: São Paulo,"Área bruta locável: 15.776,00 m²",2024-11-09
HGRU11,ATACADÃO JOAQUINA RAMALHO,Estado: São Paulo,"Área bruta locável: 29.640,00 m²",2024-11-09
HGRU11,SAM'S CLUB RADIAL LESTE,Estado: São Paulo,"Área bruta locável: 14.051,00 m²",2024-11-09
HGRU11,MINEIRÃO NATAL,Estado: Rio Grande do Norte,"Área bruta locável: 8.613,00 m²",2024-11-09
HGRU11,PERNAMBUCANAS PARANAGUÁ,Estado: Paraná,"Área bruta locável: 2.410,00 m²",2024-11-09
HGRU11,PERNAMBUCANAS CARLOS DE CAMPOS,Estado: São Paulo,"Área bruta locável: 1.059,00 m²",2024-11-09
HGRU11,PERNAMBUCANAS SETE QUEDAS,Estado: Paraná,"Área bruta locável: 1.335,00 m²",2024-11-09
MALL11,SHOPPING PARK SUL,Estado: Rio de Janeiro,"Área bruta locável: 28.839,00 m²",2024-11-09
MALL11,BOULEVARD SHOPPING FEIRA,Estado: Bahia,"Área bruta locável: 23.054,00 m²",2024-11-09
MALL11,SHOPPING TABOÃO,Estado: São Paulo,"Área bruta locável: 37.078,00 m²",2024-11-09
MALL11,MACEIO SHOPPING,Estado: Alagoas,"Área bruta locável: 32.186,00 m²",2024-11-09
MALL11,SHOPPING TACARUNA,Estado: Pernambuco,"Área bruta locável: 49.898,00 m²",2024-11-09
MALL11,SHOPPING PARK LAGOS,Estado: Rio de Janeiro,"Área bruta locável: 27.088,00 m²",2024-11-09
MALL11,SUZANO SHOPPING,Estado: São Paulo,"Área bruta locável: 25.032,00 m²",2024-11-09
MALL11,MADUREIRA SHOPPING,Estado: Rio de Janeiro,"Área bruta locável: 37.031,00 m²",2024-11-09
MALL11,CAMPINAS SHOPPING,Estado: São Paulo,"Área bruta locável: 36.152,00 m²",2024-11-09
MALL11,BOULEVARD SHOPPING BAURU,Estado: São Paulo,"Área bruta locável: 34.501,00 m²",2024-11-09
MALL11,SHOPPING METROPOLITANO BARRA,Estado: Rio de Janeiro,"Área bruta locável: 44.000,00 m²",2024-11-09
MALL11,RIO2 SHOPPING,Estado: Rio de Janeiro,"Área bruta locável: 2.850,00 m²",2024-11-09
MALL11,PENINSULA OPEN MALL,Estado: Rio de Janeiro,"Área bruta locável: 2.750,00 m²",2024-11-09
MALL11,CAXIAS SHOPPING,Estado: Rio de Janeiro,"Área bruta locável: 24.300,00 m²",2024-11-09
RZTR11,FAZENDA PORANGA II,Estado: Mato Grosso,"Área bruta locável: 25.220.000,00 m²",2024-11-09
RZTR11,FAZENDA SÃO TOMAZ,Estado: Goiás,"Área bruta locável: 7.750.000,00 m²",2024-11-09
RZTR11,FAZENDAS BACURI E BURITI,Estado: Mato Grosso,"Área bruta locável: 33.540.000,00 m²",2024-11-09
RZTR11,FAZENDAS ÁGUA FUNDA E SÃO FRANCISCO,Estado: Maranhão,"Área bruta locável: 15.270.000,00 m²",2024-11-09
RZTR11,"FAZENDAS MORANGAS, BONITO E PONTE DAS PEDRAS",Estado: Goiás,"Área bruta locável: 23.040.000,00 m²",2024-11-09
RZTR11,FAZENDA SANTA CLARA,Estado: Piauí,"Área bruta locável: 122.720.000,00 m²",2024-11-09
RZTR11,"FAZENDAS SÃO MARTINHO: X-1, X-2, VII-1, VII-4",Estado: Mato Grosso,"Área bruta locável: 33.730,000,00 m²",2024-11-09
RZTR11,FAZENDA SANTO ANTÔNIO DO OURO,Estado: Bahia,"Área bruta locável: 72.230.000,00 m²",2024-11-09
RZTR11,"FAZENDAS SÃO JOSÉ, SORRISO, VALE DO RIO CELESTE, MATTOS E RANCHO ALEGRE",Estado: Mato Grosso,"Área bruta locável: 20.840.000,00 m²",2024-11-09
RZTR11,FAZENDA RIO BONITO,Estado: Mato Grosso,"Área bruta locável: 49.029.791,00 m²",2024-11-09
RZTR11,FAZENDA NOSSA SENHORA DA APARECIDA,Estado: Maranhão,"Área bruta locável: 14.939.127,00 m²",2024-11-09
RZTR11,FAZENDA PARANATINGA 1,Estado: Mato Grosso,"Área bruta locável: 82.350.000,00 m²",2024-11-09
RZTR11,FAZENDA CRISTALINA,Estado: Mato Grosso,"Área bruta locável: 16.320.000,00 m²",2024-11-09
RZTR11,FAZENDA CLARÃO DA LUA,Estado: Tocantins,"Área bruta locável: 144.390.000,00 m²",2024-11-09
RZTR11,FAZENDA BOM JARDIM,Estado: Goiás,"Área bruta locável: 9.690.000,00 m²",2024-11-09
RZTR11,FAZENDA FLÓRIDA,Estado: Tocantins,"Área bruta locável: 20.150.000,00 m²",2024-11-09
RZTR11,FAZENDA BACURI,Estado: Maranhão,"Área bruta locável: 23.530.000,00 m²",2024-11-09
RZTR11,FAZENDA CHAPADÃO DA SERRA,Estado: Maranhão,"Área bruta locável: 37.630.000,00 m²",2024-11-09
RZTR11,FAZENDA TREVISAN,Estado: Tocantins,"Área bruta locável: 9.970.000,00 m²",2024-11-09
RZTR11,FAZENDA NORICUM,Estado: Paraná,"Área bruta locável: 8.730.000,00 m²",2024-11-09
RZTR11,FAZENDA SAN FRANCISCO,Estado: Mato Grosso,"Área bruta locável: 129.400.000,00 m²",2024-11-09
HGRE11,BB ANTÔNIO DAS CHAGAS,Estado: São Paulo,"Área bruta locável: 4.822,41 m²",2024-11-09
HGRE11,ED. JATOBÁ CBOP,Estado: São Paulo,"Área bruta locável: 16.036,81 m²",2024-11-09
HGRE11,ED. BERRINI ONE,Estado: São Paulo,"Área bruta locável: 10.795,22 m²",2024-11-09
HGRE11,ED. PAULISTA STAR,Estado: São Paulo,"Área bruta locável: 13.702,00 m²",2024-11-09
HGRE11,CENTRO EMPRESARIAL CIDADE NOVA - TELEPORTO,Estado: Rio de Janeiro,"Área bruta locável: 2.309,86 m²",2024-11-09
HGRE11,ED. ROBERTO SAMPAIO FERREIRA,Estado: São Paulo,"Área bruta locável: 3.520,00 m²",2024-11-09
HGRE11,CENTRO EMPRESARIAL DE SÃO PAULO,Estado: São Paulo,"Área bruta locável: 3.070,48 m²",2024-11-09
HGRE11,EMPRESARIAL TRANSATLÂNTICO,Estado: São Paulo,"Área bruta locável: 1.580,00 m²",2024-11-09
HGRE11,GVT CURITIBA,Estado: Paraná,"Área bruta locável: 9.163,74 m²",2024-11-09
HGRE11,CENTRO EMPRESARIAL GUAÍBA,Estado: Rio Grande do Sul,"Área bruta locável: 10.559,04 m²",2024-11-09
HGRE11,SERCOM TABOÃO,Estado: São Paulo,"Área bruta locável: 16.488,00 m²",2024-11-09
HGRE11,ED. BRASILINTERPART,Estado: São Paulo,"Área bruta locável: 308,10 m²",2024-11-09
HGRE11,TORRE MARTINIANO,Estado: São Paulo,"Área bruta locável: 20.059,75 m²",2024-11-09
HGRE11,ED. CHUCRI ZAIDAN,Estado: São Paulo,"Área bruta locável: 22.810,00 m²",2024-11-09
HGRE11,CENTRO EMPRESARIAL SÊNECA,Estado: São Paulo,"Área bruta locável: 26.963,38 m²",2024-11-09
HGBS11,SHOPPING JARDIM SUL,Estado: São Paulo,"Área bruta locável: 28.700,00 m²",2024-11-09
HGBS11,FLORIPA SHOPPING,Estado: Santa Catarina,"Área bruta locável: 50.500,00 m²",2024-11-09
HGBS11,SHOPPING PARQUE DOM PEDRO,Estado: São Paulo,"Área bruta locável: 126.200,00 m²",2024-11-09
HGBS11,GOIABEIRAS SHOPPING CENTER,Estado: Mato Grosso,"Área bruta locável: 26.300,00 m²",2024-11-09
HGBS11,SHOPPING PRAÇA DA MOÇA,Estado: São Paulo,"Área bruta locável: 30.100,00 m²",2024-11-09
HGBS11,GRAND PLAZA SHOPPING,Estado: São Paulo,"Área bruta locável: 69.500,00 m²",2024-11-09
HGBS11,SHOPPING VILLA LOBOS,Estado: São Paulo,"Área bruta locável: 28.200,00 m²",2024-11-09
HGBS11,I FASHION OUTLET – NOVO HAMBURGO,Estado: Rio Grande do Sul,"Área bruta locável: 20.100,00 m²",2024-11-09
HGBS11,SHOPPING WEST PLAZA,Estado: São Paulo,"Área bruta locável: 36.500,00 m²",2024-11-09
HGBS11,MOOCA PLAZA SHOPPING,Estado: São Paulo,"Área bruta locável: 42.100,00 m²",2024-11-09
HGBS11,SUZANO SHOPPING,Estado: São Paulo,"Área bruta locável: 25.000,00 m²",2024-11-09
HGBS11,SANTANA PARQUE SHOPPING,Estado: São Paulo,"Área bruta locável: 26.700,00 m²",2024-11-09
HGBS11,TIVOLI SHOPPING CENTER,Estado: São Paulo,"Área bruta locável: 25.800,00 m²",2024-11-09
HGBS11,SÃO BERNARDO PLAZA SHOPPING,Estado: São Paulo,"Área bruta locável: 42.900,00 m²",2024-11-09
HGBS11,VIA PARQUE SHOPPING,Estado: Rio de Janeiro,"Área bruta locável: 57.200,00 m²",2024-11-09
HGBS11,SHOPPING CENTER PENHA,Estado: São Paulo,"Área bruta locável: 29.800,00 m²",2024-11-09
HGBS11,SHOPPING FRANCA,Estado: São Paulo,"Área bruta locável: 18.700,00 m²",2024-11-09
HGBS11,SOPPING CAPIM DOURADO,Estado: Tocantins,"Área bruta locável: 38.800,00 m²",2024-11-09
HGBS11,BOULEVARD SHOPPING BAURU,Estado: São Paulo,"Área bruta locável: 34.700,00 m²",2024-11-09
LVBI11,ATIVO PIRITUBA,Estado: São Paulo,"Área bruta locável: 12.340,00 m²",2024-11-09
LVBI11,ATIVO ARAUCÁRIA,Estado: Paraná,"Área bruta locável: 48.488,00 m²",2024-11-09
LVBI11,GALPÃO - EXTREMA,Estado: Minas Gerais,"Área bruta locável: 122.460,00 m²",2024-11-09
LVBI11,ATIVO ITAPEVI,Estado: São Paulo,"Área bruta locável: 34.922,00 m²",2024-11-09
LVBI11,ATIVO MAUÁ,Estado: São Paulo,"Área bruta locável: 29.718,00 m²",2024-11-09
LVBI11,ATIVO BETIM,Estado: Minas Gerais,"Área bruta locável: 53.563,00 m²",2024-11-09
LVBI11,ATIVO JANDIRA,Estado: São Paulo,"Área bruta locável: 45.554,00 m²",2024-11-09
LVBI11,ATIVO ARATU,Estado: Bahia,"Área bruta locável: 102.530,00 m²",2024-11-09
LVBI11,ATIVO CAJAMAR,Estado: São Paulo,"Área bruta locável: 35.690,00 m²",2024-11-09
LVBI11,ATIVO SBC,Estado: São Paulo,"Área bruta locável: 65.024,00 m²",2024-11-09
PVBI11,FL 4440,Estado: São Paulo,"Área bruta locável: 22.112,00 m²",2024-11-09
PVBI11,VILA OLIMPIA CORPORATE,Estado: São Paulo,"Área bruta locável: 19.416,00 m²",2024-11-09
PVBI11,PARK TOWER,Estado: São Paulo,"Área bruta locável: 22.340,00 m²",2024-11-09
PVBI11,UNION FARIA LIMA,Estado: São Paulo,"Área bruta locável: 10.083,00 m²",2024-11-09
PVBI11,THE ONE,Estado: São Paulo,"Área bruta locável: 13.632,00 m²",2024-11-09
PVBI11,VERA CRUZ II,Estado: São Paulo,"Área bruta locável: 19.808,00 m²",2024-11-09
PVBI11,CIDADE JARDIM,Estado: São Paulo,"Área bruta locável: 14.357,00 m²",2024-11-09
VILG11,INDUSTRIAL CD ELDORADO,Estado: Rio Grande do Sul,"Área bruta locável: 15.512,00 m²",2024-11-09
VILG11,AIRPORT TOWN,Estado: São Paulo,"Área bruta locável: 18.923,00 m²",2024-11-09
VILG11,CENTRO DE DISTRIBUIÇÃO PRIVALIA,Estado: Minas Gerais,"Área bruta locável: 26.774,00 m²",2024-11-09
VILG11,BTS CREMER,Estado: Minas Gerais,"Área bruta locável: 13.899,00 m²",2024-11-09
VILG11,EXTREMA BUSINESS PARK,Estado: Minas Gerais,"Área bruta locável: 66.940,00 m²",2024-11-09
VILG11,INDUSTRIAL CASTELO 57 BUSINESS PARK,Estado: São Paulo,"Área bruta locável: 61.242,00 m²",2024-11-09
VILG11,FERNÃO DIAS BUSINESS PARK,Estado: Minas Gerais,"Área bruta locável: 57.403,00 m²",2024-11-09
VILG11,CAXIAS PARK,Estado: Rio de Janeiro,"Área bruta locável: 76.600,00 m²",2024-11-09
VILG11,FULWOOD PARQUE LOGÍSTICO OSASCO,Estado: São Paulo,"Área bruta locável: 29.631,00 m²",2024-11-09
VILG11,INDUSTRIAL CD CARIACICA,Estado: Espírito Santo,"Área bruta locável: 16.502,00 m²",2024-11-09
VILG11,AIRPORT TOWN GUARULHOS III,Estado: São Paulo,"Área bruta locável: 16.219,00 m²",2024-11-09
VILG11,ALIANZA PARK,Estado: Pará,"Área bruta locável: 48.860,00 m²",2024-11-09
VILG11,PARQUE LOGÍSTICO PERNAMBUCO,Estado: Pernambuco,"Área bruta locável: 70.222,00 m²",2024-11-09
VILG11,INDUSTRIAL CD CACHOEIRINHA,Estado: Rio Grande do Sul,"Área bruta locável: 36.722,00 m²",2024-11-09
VILG11,PORTO CANOA,Estado: Espírito Santo,"Área bruta locável: 95.146,00 m²",2024-11-09
BRCO11,BRESCO CONTAGEM,Estado: Minas Gerais,"Área bruta locável: 72.941,00 m²",2024-11-09
BRCO11,GPA CD04,Estado: São Paulo,"Área bruta locável: 35.510,40 m²",2024-11-09
BRCO11,BRESCO ITUPEVA,Estado: São Paulo,"Área bruta locável: 38.964,93 m²",2024-11-09
BRCO11,BRF,Estado: Paraná,"Área bruta locável: 23.173,00 m²",2024-11-09
BRCO11,HUB NATURA,Estado: São Paulo,"Área bruta locável: 34.844,95 m²",2024-11-09
BRCO11,WHIRLPOOL,Estado: São Paulo,"Área bruta locável: 50.952,46 m²",2024-11-09
BRCO11,BRESCO LAURO DE FREITAS,Estado: Bahia,"Área bruta locável: 58.714,90 m²",2024-11-09
BRCO11,BRESCO EMBU,Estado: São Paulo,"Área bruta locável: 7.476,00 m²",2024-11-09
BRCO11,BRESCO CANOAS,Estado: Rio Grande do Sul,"Área bruta locável: 33.296,00 m²",2024-11-09
BRCO11,BRESCO RESENDE,Estado: Rio de Janeiro,"Área bruta locável: 25.488,00 m²",2024-11-09
BRCO11,BRESCO OSASCO,Estado: São Paulo,"Área bruta locável: 29.637,00 m²",2024-11-09
BRCO11,NATURA MURICI,Estado: Alagoas,"Área bruta locável: 50.291,00 m²",2024-11-09
BRCR11,ELDORADO BUSINESS TOWER,Estado: São Paulo,"Área bruta locável: 22.246,00 m²",2024-11-09
BRCR11,EZ TOWERS B,Estado: São Paulo,"Área bruta locável: 7.520,00 m²",2024-11-09
BRCR11,EDIFÍCIO MONTREAL,Estado: Rio de Janeiro,"Área bruta locável: 6.439,00 m²",2024-11-09
BRCR11,CEO OFFICE,Estado: Rio de Janeiro,"Área bruta locável: 4.782,00 m²",2024-11-09
BRCR11,EDIFÍCIO MAYRINK VEIGA,Estado: Rio de Janeiro,"Área bruta locável: 15.174,00 m²",2024-11-09
BRCR11,DIAMOND TOWER,Estado: São Paulo,"Área bruta locável: 36.918,00 m²",2024-11-09
BRCR11,EDIFÍCIO SENADO,Estado: Rio de Janeiro,"Área bruta locável: 19.035,00 m²",2024-11-09
BRCR11,SUCUPIRA,Estado: São Paulo,"Área bruta locável: 7.534,00 m²",2024-11-09
BRCR11,TORRE ALMIRANTE,Estado: Rio de Janeiro,"Área bruta locável: 25.087,00 m²",2024-11-09
HSLG11,GALPÃO ARUJÁ,Estado: São Paulo,"Área bruta locável: 139.600,00 m²",2024-11-09
HSLG11,GALPÃO ITAPEVI,Estado: São Paulo,"Área bruta locável: 84.800,00 m²",2024-11-09
HSLG11,GALPÃO MANAUS,Estado: Amazonas,"Área bruta locável: 66.200,00 m²",2024-11-09
HSLG11,GALPÃO CONTAGEM,Estado: Minas Gerais,"Área bruta locável: 92.000,00 m²",2024-11-09
